"x","y","wifi","4g"
1.6406868719110044,-1.2379476304754178,3.22,55.8
1.6503304769691418,-1.2337262469766532,6.69,56.0
1.7480576171683992,-1.1968239363425361,3.16,59.3
1.90454662026508,-1.1042932961010479,6.33,62.4
1.9362021482914251,-1.0879647634190999,2.85,62.7
1.6751873221843994,-1.1693887143722659,3.31,89.7
1.490810901871214,-1.3536066989628956,2.64,120
1.3296962778736763,-1.541764999391809,2.76,130
1.1025026153131279,-1.6845803145156673,2.51,132
0.9023125489057584,-1.8093106468113707,1.40,172
0.6497481744341371,-1.8031976827725043,2.88,175
0.46896609125136024,-1.7470447417639257,3.21,181
0.458451670886042,-1.7584589421666568,1.28,186
0.4552386169751337,-1.760989050194361,3.84,189
0.4540258663274557,-1.7673720579035752,2.80,193
0.4550741918721428,-1.7634648620586226,1.33,219
0.4578557599281332,-1.7592869872869912,1.41,289
